번호,사업자명,대표,업종,지역,유효기간 만료일,홈페이지
7033,예흥정밀,김현대,제조업,경남 창원시,2018-08-06,
7034,유니코애니멀헬스,심동희,도매및소매업,서울 송파구,2018-08-06,
7035,(주)지엠씨앤엠,김정숙,도매및소매업,서울 용산구,2018-08-06,
7036,(주)에이원패션,김복수,도매및소매업,서울 중구,2018-08-06,
7037,아영산업,이영수,제조업,경기 파주시,2018-08-06,
7038,주식회사덕송종합건설,황 상 진,건설업,대구 달서구,2018-08-06,
7039,휴스존주식회사,김재숙,사업서비스업,서울 강남구,2018-08-06,
7040,(주)와이드티엔에스,조정래,제조업,서울 금천구,2018-08-06,
7041,에이아이피인터내셔널 주식회사,김춘희,도매및소매업,서울 중구,2018-08-06,
7042,(주)도원조경,나재원,건설업,서울 금천구,2018-08-06,
7043,주식회사레오,김선숙,도매및소매업,대전 유성구,2018-08-06,
7044,(주)서진폴리텍,이용섭,도매및소매업,서울 마포구,2018-08-06,
7045,은성푸드시스템,김태한,제조업,대구 달성군,2018-08-06,
7046,동부산약품(주),서영호,도매및소매업,부산 해운대구,2018-08-06,
7047,케이티이지류유통(주),김종안,도매및소매업,서울 중구,2018-08-06,
7048,(주)오츠메쎄,안연회,기타,서울 강서구,2018-08-06,
7049,주식회사 하누리약품,최낙권,도매및소매업,경기 부천시,2018-08-09,
7050,비케이판넬(주),권오수,제조업,경기 이천시,2018-08-09,
7051,(주)에핏라이트,남상욱,제조업,경기 안양시,2018-08-09,
7052,(주)푸드월드,이재수,제조업,전북 김제시,2018-08-09,
7053,태산ENG,고정세,제조업,전북 익산시,2018-08-09,
7054,(주)다위실업정공,최기종,제조업,경기 군포시,2018-08-09,
7055,(주)풍성환경이엔지,최영혜,건설업,경기 안산시,2018-08-09,
7056,(주)더존스틸,김양구,제조업,충북 옥천군,2018-08-09,
7057,세신금속주식회사,김현석,제조업,대구 달서구,2018-08-10,
7058,신진에스피이(주),문창호,제조업,인천 남동구,2018-08-10,
7059,(유)제이앤에스건설,이돈호,사업서비스업,전북 정읍시,2018-08-10,
7060,(유)지산건설이엔지,김원재,건설업,전북 전주시,2018-08-10,
7061,대경,이순옥,제조업,대구 달성군,2018-08-10,
7062,와이에이치스틸(주),"조미경, 김영환",도매및소매업,경남 김해시,2018-08-11,
7063,(주)보필,전현민,제조업,경기 안성시,2018-08-11,
7064,베트올(주),김정미,제조업,경기 고양시,2018-08-11,
7065,(주)한국난연산업,박영환,제조업,경기 포천시,2018-08-11,
7066,(주)대림안전시스템,김기채,기타,광주 서구,2018-08-12,
7067,(주)에이코글로벌,윤준섭,도매및소매업,서울 영등포구,2018-08-12,
7068,(주)신한에스엔지,최용성,건설업,서울 영등포구,2018-08-12,
7069,(주)경영건설,박영자,건설업,전북 남원시,2018-08-12,
7070,제이엔비케미칼(주),이종석,도매및소매업,서울 영등포구,2018-08-12,
7071,지구종합건설(주),김동욱,건설업,전남 나주시,2018-08-12,
7072,(주)유니텍사이언스,김도년,도매및소매업,서울 용산구,2018-08-12,
7073,서경인쇄사,정태규,제조업,대구 달서구,2018-08-12,
7074,대신정보기술(주),김형섭,건설업,서울 송파구,2018-08-12,
7075,일사천리시스템 주식회사,정도민,운수업,서울 용산구,2018-08-13,
7076,(주)지에이치시스템,전용택,사업서비스업,서울 은평구,2018-08-13,
7077,엘리트동방어페럴,"신종호, 신광현",제조업,강원 강릉시,2018-08-15,
7078,대인산업,김만수,제조업,경기 화성시,2018-08-16,
7079,주식회사 코아식품,손원익,제조업,경기 평택시,2018-08-16,
7080,대성레미콘(주),김성대,제조업,울산 북구,2018-08-16,
7081,동경강업(주),박철휘,제조업,경기 시흥시,2018-08-16,
7082,에이스기전(주),이온로,건설업,경기 용인시,2018-08-16,
7083,선경볼트공업,양희선,제조업,부산 사상구,2018-08-16,
7084,주식회사 시광,우종식,제조업,충남 천안시,2018-08-16,
7085,(주)건호전자,김고수,제조업,경기 부천시,2018-08-16,
7086,드림셰프,김양영,제조업,경기 김포시,2018-08-16,
7087,(주)아이러시,박명구,사업서비스업,서울 마포구,2018-08-16,
7088,(주)다윈씨앤아이,안민균,제조업,경기 구리시,2018-08-16,
7089,(주)지에스아웃소싱,이미애,사업서비스업,인천 부평구,2018-08-16,
7090,(주)서림프라텍,황서연,제조업,경기 부천시,2018-08-16,
7091,진응건설(주),백상호,건설업,전남 여수시,2018-08-17,
7092,이레산업,장현길,제조업,인천 서구,2018-08-17,
7093,(주)에스제이푸드시스템,이범률,도매및소매업,강원 원주시,2018-08-17,
7094,케이에스이엔지(주),김미옥,제조업,강원 평창군,2018-08-17,
7095,동원테크,진동진,제조업,부산 영도구,2018-08-18,
7096,(주)아인디자인,반종규,건설업,부산 부산진구,2018-08-18,
7097,(주)파랑종합건설,박기형,제조업,서울 중랑구,2018-08-18,
7098,종원기업,정수환,제조업,울산 북구,2018-08-18,
7099,(주)삼우아이티,조용상,건설업,서울 송파구,2018-08-18,
7100,(주)라디안,김범기,제조업,서울 금천구,2018-08-18,
7101,(주)세일케이엠,김정한,도매및소매업,서울 양천구,2018-08-18,
7102,주식회사 오름웍스,양성준,도매및소매업,서울 성동구,2018-08-18,
7103,신미푸드시스템,이승철,제조업,경남 창원시,2018-08-18,
7104,오토케미칼(주),박충호,제조업,서울 양천구,2018-08-18,
7105,주식회사 엠지자산관리,신종백,사업서비스업,서울 강남구,2018-08-18,
7106,(주)케이비퍼시픽,진원,도매및소매업,서울 중구,2018-08-18,
7107,(주)핵광산업,정영섭,제조업,서울 구로구,2018-08-18,
7108,주식회사 승지,김광훈,제조업,경남 김해시,2018-08-18,
7109,(주)디자인일상,윤경식,건설업,서울 강남구,2018-08-18,
7110,한일종합건설(주),"문조숙,문재영",건설업,제주 제주시,2018-08-18,
7111,(주)인우기술,송민선,기타,서울 구로구,2018-08-18,
7112,(주)두레비즈,송흠래,기타,서울 영등포구,2018-08-18,
7113,원명에스티에스(주),장성현,제조업,경기 화성시,2018-08-19,
7114,주식회사 청하철강,노유라,제조업,광주 북구,2018-08-19,
7115,동아 플레이팅(주),이오선,제조업,부산 강서구,2018-08-19,
7116,(주)신원섬유,신광호,제조업,경기 화성시,2018-08-19,
7117,지에스(주),김영미,제조업,경기 군포시,2018-08-19,
7118,주식회사 에이타이드,이정규,도매및소매업,경기 고양시,2018-08-19,
7119,뉴새한하이테크 주식회사,고영미,건설업,제주 서귀포시,2018-08-19,
7120,(주)현대인더스트리,김황경,제조업,경기 화성시,2018-08-19,
7121,(주)성일엠텍,장주영,제조업,경남 창녕군,2018-08-19,
7122,EDK,송영미,도매및소매업,부산 해운대구,2018-08-19,
7123,은석산업,이윤하,제조업,경기 화성시,2018-08-19,
7124,(주)에이스원,김보현,제조업,광주 북구,2018-08-19,
7125,(주)제일플랜트,이제환,제조업,경기 화성시,2018-08-19,
7126,(주)세풍전기,전종삼,제조업,부산 사상구,2018-08-19,
7127,(주)효원시스템,김영만,도매및소매업,경남 창원시,2018-08-20,
7128,(주)보성,노대기,제조업,울산 울주군,2018-08-20,
7129,주식회사 대원전기산업,홍병문,건설업,경북 구미시,2018-08-20,
7130,(주)에이커머스,박상무,도매및소매업,서울 영등포구,2018-08-20,
7131,(주)애니팩,안광남,제조업,경기 광주시,2018-08-20,
7132,(주)부원툴닉스,정연석,도매및소매업,대구 중구,2018-08-20,
7133,SS패션(경동어패럴),박영희,제조업,대구 북구,2018-08-20,
7134,(주)엠티에스코리아,류은상,제조업,전남 광양시,2018-08-21,
7135,브이원건설(주),오윤환,건설업,세종 장군면,2018-08-21,
7136,(주)센텍,서정원.이은미,제조업,충남 천안시,2018-08-23,
7137,재영정비공업사,김종수,제조업,울산 남구,2018-08-23,
7138,부흥석회,최성운,제조업,충북 괴산군,2018-08-23,
7139,삼덕상공(주),김권기,제조업,서울 중구,2018-08-23,
7140,(주)솔빛아이텍,김제박,사업서비스업,서울 영등포구,2018-08-23,
7141,브이이엔지(주),박점수,건설업,세종 장군면,2018-08-23,
7142,우리테크,"박순미, 이기형",도매및소매업,경남 창원시,2018-08-23,
7143,샵피라,엄태섭,제조업,경기 의정부시,2018-08-24,
7144,동서기연(주),홍병수,사업서비스업,서울 영등포구,2018-08-24,
7145,(주)아주,김중기,제조업,경기 고양시,2018-08-24,
7146,(주)대영,신종덕,제조업,경기 시흥시,2018-08-24,
7147,유버 주식회사,강용훈,제조업,경기 안산시,2018-08-24,
7148,삼립인쇄(주),김현수,제조업,서울 성동구,2018-08-24,
7149,(주)윤택이엔지,유원석,제조업,서울 강남구,2018-08-24,
7150,대륙,박영수,제조업,경기 안성시,2018-08-24,
7151,(주)천일기업,박순,제조업,경남 거제시,2018-08-24,
7152,주식회사 나눔엔지니어링,장민호,건설업,경기 안양시,2018-08-24,
7153,(주)미디어그룹 사람과숲,한윤기,사업서비스업,서울 서초구,2018-08-24,
7154,근아인쇄,조병우,제조업,서울 중구,2018-08-24,
7155,상진씨앤티 주식회사,양문선,도매및소매업,서울 서초구,2018-08-24,
7156,(주)대현하이텍,이병욱,제조업,충북 충주시,2018-08-24,
7157,썬샤인창호산업(유),김종순,제조업,강원 태백시,2018-08-24,
7158,(주)청림보드,전종헌,제조업,인천 서구,2018-08-24,
7159,(주)일렉콤,정현영,제조업,경남 창원시,2018-08-24,
7160,(주)한빛코리아,정영달,제조업,경기 고양시,2018-08-24,
7161,(주)금원텍스타일,김경훈,제조업,서울 서초구,2018-08-24,
7162,(주)북성스틸,박재성,제조업,대구 달서구,2018-08-25,
7163,파트너OA가구,정석용,제조업,충남 논산시,2018-08-25,
7164,서보산업(주),이범수,제조업,충북 음성군,2018-08-25,
7165,(주)한라산,현재웅,제조업,제주 제주시,2018-08-25,
7166,제이씨엔주식회사,강종찬,건설업,전북 전주시,2018-08-25,
7167,(주)동해,옥사웅,,울산 남구,2018-08-25,
7168,디에스홈센터,서영진,도매및소매업,충북 청주시,2018-08-25,
7169,신덕철강(주),정선우,도매및소매업,전남 순천시,2018-08-25,
7170,(주)디케이씨,홍수희,제조업,대구 달서구,2018-08-25,
7171,재경실업,이향미,제조업,대전 서구,2018-08-25,
7172,(주) 에이치케이툴스,박형규,제조업,대구 북구,2018-08-25,
7173,지에스비스틸,고시범,제조업,대구 북구,2018-08-25,
7174,(주)다인,유영석,도매및소매업,충남 아산시,2018-08-25,http://daineps.com
7175,주식회사세원기획,김연희,제조업,울산 울주군,2018-08-25,
7176,(주)대보무역,최준옥,제조업,인천 남동구,2018-08-25,
7177,대중특수강(주),최병호,제조업,부산 강서구,2018-08-25,
7178,(주) 제일,안중민,제조업,대전 중구,2018-08-25,
7179,(주) 서비스플러스,최영호,사업서비스업,충남 아산시,2018-08-25,
7180,흥진섬유(주),김길동,제조업,대전 서구,2018-08-26,
7181,경북봉투사,박찬력,제조업,대구 중구,2018-08-26,
7182,(주)건우디피솔,심진완,제조업,경북 고령군,2018-08-26,
7183,(주)넷코디,정재억,제조업,대구 달서구,2018-08-26,
7184,농업회사법인 (주)자연과미래,박매호,제조업,전남 곡성군,2018-08-26,
7185,(주)삼성파워텍,박봉서,제조업,경기 파주시,2018-08-27,
7186,(주)해보참치,황만근,제조업,부산 사하구,2018-08-27,
7187,식의,박정수,숙박및음식점업,경기 성남시,2018-08-27,
7188,주식회사 브라운하우스,기일도,제조업,경기 광주시,2018-08-27,
7189,(주)님프만,서문환,도매및소매업,경기 남양주시,2018-08-27,
7190,(주)효성금속,윤순봉,제조업,경기 화성시,2018-08-27,
7191,(주)세미즈,김진석,제조업,경기 용인시,2018-08-27,
7192,(주)드림아이플래너스,배윤진,기타,서울 중구,2018-08-28,
7193,디에스엔전주 주식회사,최대식,건설업,전북 전주시,2018-08-28,
7194,(주)오픈프레스,김도영,기타,서울 성동구,2018-08-28,
7195,주식회사 레드아이,"유민규, 황순찬, 황순학",도매및소매업,서울 금천구,2018-08-28,
7196,(주)코인텍,이승우,기타,울산 울주군,2018-08-29,
7197,주식회사 엠텍,서원성,제조업,대구 달성군,2018-08-29,
7198,(주)신세계아이티에스,박홍선,운수업,서울 강서구,2018-08-29,
7199,(주)유니락,유명호,제조업,인천 남동구,2018-08-29,
7200,동방전기공업주식회사,양태권,제조업,경기 안산시,2018-08-29,
7201,(주)거산,김길호,제조업,경기 광주시,2018-08-29,
7202,극동산업,오두만,제조업,부산 사상구,2018-08-29,
7203,(주)인터컴,최태영,기타,서울 강남구,2018-08-29,
7204,서울기연(주),임창수,제조업,경기 안양시,2018-08-29,
7205,(주)금동강건,김수지,제조업,경남 밀양시,2018-08-29,
7206,(주)티에스에어테크,김동옥,제조업,서울 강서구,2018-08-29,
7207,(주)뉴한시스,한태성,제조업,충북 청주시,2018-08-30,
7208,케이오비에이,용석필,제조업,서울 금천구,2018-08-30,
7209,동양정밀,윤진필,제조업,경북 경산시,2018-08-30,
7210,대교통상인터내셔널(주),이원규,도매및소매업,서울 성동구,2018-08-30,
7211,(주)베스트환경산업,임은숙,기타,서울 동대문구,2018-08-30,
7212,한국메디홀스(주),정성천,도매및소매업,서울시,2018-08-30,
7213,주식회사 쏘시에떼렌,노웅래,도매및소매업,서울 송파구,2018-08-30,
7214,(주)시지산업,박철웅,제조업,광주 광산구,2018-08-30,
7215,(주)삼성푸드,이진우,제조업,대구 달서구,2018-08-30,
7216,한국솔가(주),김용을,도매및소매업,서울 서초구,2018-08-30,
7217,(주)다채원,이의연,기타,서울 중랑구,2018-08-30,
7218,(주)코스모진텍,마상혁,제조업,서울 성동구,2018-08-30,
7219,(주)이레포,최진성,제조업,서울 구로구,2018-08-30,
7220,(주)유레카코퍼레이션,권영복,건설업,서울 광진구,2018-08-30,
7221,(주)태신,박경식,도매및소매업,인천 서구,2018-08-30,
7222,(주)에버트러스트정보기술,김창호,사업서비스업,서울 송파구,2018-08-30,
7223,방형식 디자인,이승환,제조업,서울 금천구,2018-08-30,
7224,(주)대동계전,류성선,제조업,광주 광산구,2018-08-30,
7225,(주)무야종합산전,민한기,제조업,서울 성동구,2018-08-30,
7226,동양전기(주),김장웅,건설업,경북 포항시,2018-08-30,
7227,케이원에이브이(주),박상우,도매및소매업,서울 강남구,2018-08-30,
7228,대화물류(주),박수웅,운수업,경기 광주시,2018-08-31,
7229,비전팜(주),조창현,도매및소매업,경기 안산시,2018-08-31,
7230,동양기산주식회사,소경빈,제조업,인천 강화군,2018-08-31,
7231,(주)오라엔지니어링,오형근,건설업,경기 안양시,2018-08-31,
7232,제이에이치그린(주),김근식,제조업,경기 고양시,2018-08-31,
7233,(주)조이매스,장흥룡,제조업,경기 의왕시,2018-08-31,
7234,엔에스정보통신(주),최혜정,제조업,충남 아산시,2018-08-31,
7235,가리봉전기(주),이장규,도매및소매업,서울 금천구,2018-08-31,
7236,(주)덱센,이태석,제조업,경기 의왕시,2018-08-31,
7237,영농조합법인 광명냉동,박성식,제조업,충남 홍성군,2018-08-31,
7238,(주)디에이치메탈,김병원,제조업,부산 강서구,2018-08-31,
7239,(주)켐블루,배규종,도매및소매업,서울 양천구,2018-08-31,
7240,(주)툴렉스,송기평,도매및소매업,경기 안양시,2018-08-31,
7241,(주)원메디칼,최원웅,도매및소매업,경기 부천시,2018-08-31,
7242,성원금속(주),민동기,도매및소매업,경기 시흥시,2018-08-31,
7243,인파로,김성배,제조업,경기 광명시,2018-08-31,
7244,경일산업,양개석,제조업,경기 화성시,2018-08-31,
7245,뷰성형외과,최순우,보건 및 사회복지사업,서울 강남구,2018-08-31,
7246,(주)와이텍,김용재,제조업,충남 아산시,2018-09-01,
7247,대아메탈,정천섭,제조업,인천 남동구,2018-09-01,
7248,원스탑(주),황경숙,사업서비스업,경남 창원시,2018-09-01,
7249,(주)부송,백장호,건설업,인천 동구,2018-09-01,
7250,경남모터스주식회사,허인표,사업서비스업,경남 창원시,2018-09-01,
7251,피오코리아,이인자,,충남 논산시,2018-09-01,
7252,(주)다르마,조형환,,전북 익산시,2018-09-01,
7253,대길환경산업(주),김기수,기타,충남 공주시,2018-09-01,
7254,스파클(주),전동훈,제조업,충남 천안시,2018-09-01,
7255,대전인재사,고인곤,제조업,대전 동구,2018-09-01,
7256,대산개발(주),김성호,기타,대전 서구,2018-09-01,
7257,(주)인퍼스,서미화,제조업,충남 당진시,2018-09-01,
7258,(주)코드원,서보경,기타,경남 창원시,2018-09-01,
7259,다나인터내셔널(주),"양규민,정성구",도매및소매업,서울 용산구,2018-09-02,
7260,동보해운주식회사,이기복,운수업,부산 중구,2018-09-02,
7261,주식회사 케이제이산업,김미화,제조업,전북 고창군,2018-09-02,
7262,(주) 정남쇼핑,남희선,도매및소매업,서울 중구,2018-09-02,
7263,(주)팜파스,"김헌,박미숙",제조업,경기 광주시,2018-09-03,
7264,(주)성우테크,김우갑,제조업,경남 김해시,2018-09-03,
7265,육일특강(주),정혜돈,제조업,경기 부천시,2018-09-03,
7266,(주) 삼원이앤지,강광용,도매및소매업,경기 시흥시,2018-09-03,
7267,국민스틸(주),김영상,도매및소매업,충북 옥천군,2018-09-03,
7268,금성포장공업(주),박상래,제조업,경북 고령군,2018-09-03,
7269,(주)한성,백승원,제조업,대구 달서구,2018-09-03,
7270,이앤비정보통신,변인수,건설업,경기 군포시,2018-09-03,
7271,(주)명가축산에프앤디,장상전,제조업,경기 하남시,2018-09-03,
7272,육일메탈(주),석정순,제조업,경기 시흥시,2018-09-03,
7273,대현정밀공업 주식회사,김진산,제조업,경기 화성시,2018-09-03,
7274,주)대성텔레콤,신승탁,건설업,경기 수원시,2018-09-03,
7275,창대정밀,박제현,제조업,경기 화성시,2018-09-03,
7276,동보산업개발(주),정우철,건설업,충북 진천군,2018-09-03,
7277,주식회사 초이건설,최서희,건설업,경기 안산시,2018-09-03,
7278,씨엔에스,최헌식,제조업,충북 청주시,2018-09-03,
7279,유성산업사,김인수,제조업,인천 서구,2018-09-04,
7280,주식회사 명진씨앤피,이능형,제조업,서울 영등포구,2018-09-04,
7281,(주)에스엔,김미경,건설업,세종 새내2길,2018-09-04,
7282,용기테크,서경무,제조업,경기 시흥시,2018-09-04,
7283,주식회사 야놀자,이수진,기타,서울 강남구,2018-09-04,
7284,(주)정진실리콘,권기선,제조업,경기 부천시,2018-09-04,
7285,삼흥기업(주),연보경,기타,대전 중구,2018-09-04,
7286,우광산업(주),정진회,제조업,충남 천안시,2018-09-04,
7287,(주)와이즈케어,송형석,사업서비스업,경기 성남시,2018-09-04,
7288,(주)도둠,김명희,건설업,강원 춘천시,2018-09-04,
7289,(주)굿모닝에프앤디,금영락,제조업,대전 동구,2018-09-05,
7290,(주)가우스,김영원,제조업,대구 달성군,2018-09-05,
7291,세화금속공업주식회사,김영운,제조업,경북 고령군,2018-09-05,
7292,대명S&P,곽현규,제조업,경북 경주시,2018-09-05,
7293,(주)동진전기,이수태,제조업,울산 울주군,2018-09-05,
7294,(주)뉴올,탁상훈,제조업,충남 공주시,2018-09-05,
7295,(주)상신,이형근,제조업,경기 부천시,2018-09-05,
7296,(주)건안산업,김재훈,제조업,부산 북구,2018-09-05,
7297,(주)엠투아이코퍼레이션,김정열,제조업,경기 안양시,2018-09-05,
7298,동아물류(주),김명오,운수업,인천 중구,2018-09-06,
7299,동해식품(주),김진은,제조업,강원 강릉시,2018-09-06,
7300,예지산업,안정열,제조업,인천 서구,2018-09-06,
7301,대한엘리베이터주식회사,손효진,사업서비스업,울산 동구,2018-09-06,
7302,모토스타코리아(주),서동갑,도매및소매업,서울 마포구,2018-09-07,
7303,중미건설합자회사,박원철,,강원 강릉시,2018-09-07,
7304,주식회사 엠디스페이스,김성준,건설업,서울 강남구,2018-09-07,
7305,잘만정공(주),박경윤,제조업,대구 달서구,2018-09-07,
7306,네트빌,김효제,제조업,서울 서초구,2018-09-07,
7307,(주)현장종합관리,박현장,사업서비스업,서울 마포구,2018-09-07,
7308,(주)이스토리,김영빈,도매및소매업,서울 강남구,2018-09-07,
7309,주식회사 시안,염성준,제조업,강원 횡성군,2018-09-07,
7310,(주)대흥엠피에스,정혜원,건설업,인천 서구,2018-09-07,
7311,대신통신기술(주),김지영,건설업,서울 영등포구,2018-09-07,
7312,주식회사 파텍상사,김영순,도매및소매업,서울 마포구,2018-09-07,
7313,주식회사 대성지엘,권영만,도매및소매업,경북 칠곡군,2018-09-07,
7314,(주)명보,정선영,제조업,경북 경주시,2018-09-07,
7315,영천항운(주),권병헌,,서울 강서구,2018-09-07,
7316,(주)준광아이티,김홍준,도매및소매업,서울 마포구,2018-09-07,
7317,주식회사 아이젯서비스,이찬형,사업서비스업,서울 강서구,2018-09-07,
7318,가람전자(주),배수천,도매및소매업,서울 영등포구,2018-09-07,
7319,(주)링크,최영애,건설업,강원 춘천시,2018-09-07,
7320,(주)동성나이키,김준홍,제조업,서울 종로구,2018-09-07,
7321,(주)자이닉스,유선형,사업서비스업,서울 구로구,2018-09-07,
7322,(주)웅선비지네스,노웅선,제조업,경기 파주시,2018-09-07,
7323,(주)이웨이,이성구,건설업,서울 강남구,2018-09-07,
7324,(주)미첼,윤성원,제조업,전북 익산시,2018-09-07,
7325,(주)디스텍 디스플레이,박종대,제조업,경기 안양시,2018-09-08,
7326,(주)헬리코리아,민경조,운수업,대전 대덕구,2018-09-08,
7327,힐탑스포츠(주),최진규,도매및소매업,경기 하남시,2018-09-08,
7328,(주)밤나무,박형진,도매및소매업,경기 성남시,2018-09-08,
7329,(주)광명이엔지,정윤석,제조업,경기 화성시,2018-09-08,
7330,씨에스피코리아,황건복,제조업,경기 파주시,2018-09-08,
7331,(주)한국투아치,박재현,건설업,경기 성남시,2018-09-08,
7332,진영산업(주),김영길,제조업,경기 양평군,2018-09-08,
7333,태광중공업 주식회사,이규태,제조업,경남 창원시,2018-09-08,
7334,(주)유어스킨,조신행,제조업,경기 부천시,2018-09-08,
7335,태광메카텍(주),이규태,제조업,경남 창원시,2018-09-08,
7336,미래제약(주),김한석,제조업,경기 안성시,2018-09-08,
7337,대성테크,김용복,제조업,경기 안산시,2018-09-08,
7338,주식회사유한상사,유종완,도매및소매업,경기 화성시,2018-09-08,
7339,(합자)성화종합건설,한상선,건설업,전남 화순군,2018-09-08,
7340,주식회사 승일멜라민,김선유,제조업,경기 광주시,2018-09-08,
7341,한아름정공,정형식,제조업,경남 사천시,2018-09-08,
7342,주식회사 대성무역,최금주,제조업,경기 김포시,2018-09-08,
7343,대영상사,김성철외1명,제조업,서울 성북구,2018-09-09,
7344,서울성심병원,이송,보건 및 사회복지사업,서울 동대문구,2018-09-09,
7345,(주)조영,최상헌,제조업,경남 김해시,2018-09-09,
7346,(주)창현무역,박삼수,제조업,전북 순창군,2018-09-09,
7347,(주)엠에이,홍승현,기타,서울 서초구,2018-09-09,
7348,에프에스팜,양태룡,도매및소매업,서울 동대문구,2018-09-09,
7349,릭소종합관리(주),이지정,사업서비스업,서울 성북구,2018-09-09,
7350,(주)올레건설,최영복,건설업,서울 금천구,2018-09-09,
7351,주식회사 제이에프엠테크,김지현,기타,서울 구로구,2018-09-09,
7352,(주)매스터씨앤디,이원영,제조업,서울 광진구,2018-09-09,
7353,(주)MS이엔아이,이채원,제조업,울산 울주군,2018-09-09,
7354,(주)현보,곽진,제조업,충남 천안시,2018-09-10,
7355,크리스탈팜스(주),김성민,제조업,인천 중구,2018-09-10,
7356,(주)스트로마그코리아,이성구,도매및소매업,대전 유성구,2018-09-10,
7357,주식회사 광동안전,김여섭,제조업,부산 사하구,2018-09-10,
7358,(주)에이앤피코리아,이경재,제조업,경기 남양주시,2018-09-10,
7359,주식회사 스위치코리아,최민,제조업,인천 남동구,2018-09-10,
7360,금강변압기,임종봉,제조업,경기 화성시,2018-09-10,
7361,(주)칸투칸,"이병철, 한영란",제조업,부산 연제구,2018-09-10,
7362,참바다영어조합법인,김종학,제조업,전북 고창군,2018-09-10,
7363,세신유체기계(주),박세권,제조업,인천 남동구,2018-09-10,
7364,대구자원주식회사,이경규,제조업,대구 달서구,2018-09-10,
7365,(주)뉴로스,김승우,제조업,대전 유성구,2018-09-10,
7366,(주)제일휴먼스,김금숙,기타,서울 마포구,2018-09-11,
7367,공화이엔티,박세원,도매및소매업,경남 사천시,2018-09-11,
7368,농업회사법인 주식회사 청정,소현수,도매및소매업,서울 성동구,2018-09-11,
7369,석장건설,고응석,건설업,서울 서초구,2018-09-13,
7370,에이텍시스템,이인홍,사업서비스업,경기 성남시,2018-09-13,
7371,(주)대한그린에너지,박근식,건설업,전남 영광군,2018-09-13,
7372,동화경금속공업주식회사,이희완,제조업,경기 평택시,2018-09-13,
7373,세종씨앤피주식회사,나기용,,서울 성동구,2018-09-13,
7374,(주)국제기계금속,이경배,제조업,충남 논산시,2018-09-13,
7375,지오산업(주),서철,건설업,경기 고양시,2018-09-13,
7376,(주) 파워맥스,장세창,제조업,경기 시흥시,2018-09-13,
7377,삼성에프.씨(주),안종호,제조업,경기 안산시,2018-09-13,
7378,우일무역 주식회사,김도영,제조업,경기 시흥시,2018-09-13,
7379,(주)컴인테크,이병철,제조업,인천 서구,2018-09-13,
7380,(주)지엔이,박우심,운수업,서울 강서구,2018-09-13,
7381,(주)태상,권영모,제조업,경기 화성시,2018-09-13,
7382,태웅씨앤에스(주),김선홍,도매및소매업,경기 부천시,2018-09-13,
7383,(주)엠에스티통상,이미영,제조업,경기 안산시,2018-09-13,
7384,우영정보통신 주식회사,황인희,,서울 강북구,2018-09-13,
7385,(주)코리아더커드,박영진,제조업,전북 남원시,2018-09-13,
7386,(주)인,황규석,제조업,전북 완주군,2018-09-13,
7387,지성알미늄주식회사,한보교,제조업,경기 화성시,2018-09-13,
7388,(주)에스씨민이노베이션,김상대,도매및소매업,서울 강남구,2018-09-13,
7389,스타일닷컴,박규도,기타,서울 강남구,2018-09-13,
7390,(주)샤프에비에이션케이,백순석,운수업,서울 종로구,2018-09-13,
7391,주식회사 세강스틸,한상윤,도매및소매업,경기 안산시,2018-09-13,
7392,(주)아산,박철용,제조업,대전 서구,2018-09-13,
7393,주식회사한맥아이피에스,이홍기,제조업,대구 북구,2018-09-14,
7394,한양상사,이중락,도매및소매업,경북 안동시,2018-09-14,
7395,성심수산,박정래,기타,전남 여수시,2018-09-14,
7396,(주)씨이티,노정우,제조업,대구 서구,2018-09-14,
7397,은홍섬유,홍순철,제조업,대구 동구,2018-09-14,
7398,(주)성도테크,성백철,제조업,경북 영천시,2018-09-14,
7399,새아침농산,정병득,도매및소매업,전남 영암군,2018-09-14,
7400,(주)삼보산업,윤병고,제조업,경남 함안군,2018-09-15,
7401,미진이엔시(주),김종탁,건설업,부산 해운대구,2018-09-15,
7402,(주)동원유지,박재필,제조업,세종 장군면,2018-09-15,
7403,금성건설(주),김주일,건설업,대전 중구,2018-09-15,
7404,세한비지네스폼(주),이재구,제조업,충남 천안시,2018-09-15,
7405,(주)그랜드모터스,하재윤,도매및소매업,충북 청주시,2018-09-15,
7406,(주)플러스미트,이현길,기타,서울 성동구,2018-09-16,
7407,(주)승진,최옥환,제조업,경남 거제시,2018-09-16,
7408,동광테크,전현국,제조업,경기 부천시,2018-09-16,
7409,(주)케이씨이,김민수,제조업,인천 부평구,2018-09-16,
7410,(주) 부자목재산업,석데레사,제조업,부산 강서구,2018-09-16,
7411,영신아그로주식회사,박대균,도매및소매업,경기 광주시,2018-09-16,
7412,(주)안성금속,홍성철,제조업,인천 서구,2018-09-16,
7413,(주)우진공업,장주봉,제조업,경기 화성시,2018-09-16,
7414,(주)청진바이오텍,김철구,제조업,경기 안산시,2018-09-16,
7415,(주)수민기업,김완선,제조업,경기 시흥시,2018-09-16,
7416,(주)크레치코,김재곤,제조업,경기 김포시,2018-09-16,
7417,이건에스앤피(주),이성준,도매및소매업,서울 중구,2018-09-16,
7418,(주)서중물류,류제엽,운수업,서울 중구,2018-09-16,
